,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,min_processo,type_H,type_L,type_M
1283,298.1,307.9,1665,32.0,7,No Failure,3.5,0,1,0
1284,298.0,307.8,1716,26.6,9,No Failure,4.5,0,1,0
1285,298.0,307.7,1529,34.1,11,No Failure,5.5,0,1,0
1286,297.9,307.7,1353,50.7,13,No Failure,6.5,0,1,0
1287,297.9,307.7,1537,37.7,15,No Failure,7.5,0,1,0
1288,298.0,307.7,1606,30.8,17,No Failure,8.5,0,1,0
1289,298.0,307.8,1623,29.9,24,No Failure,12.0,0,1,0
1290,298.1,307.9,1569,37.0,29,No Failure,9.666666666666666,0,0,1
1291,298.2,308.0,1969,21.7,32,No Failure,10.666666666666666,0,0,1
1292,298.1,308.0,1686,29.3,35,No Failure,11.666666666666666,0,0,1
1293,298.1,308.0,1638,35.1,38,No Failure,19.0,0,1,0
1294,298.1,307.9,1698,33.3,40,No Failure,20.0,0,1,0
1295,298.1,307.9,1377,55.1,42,No Failure,14.0,0,0,1
1296,298.1,308.0,2129,18.4,45,No Failure,15.0,0,0,1
1297,298.2,308.0,1411,42.4,48,No Failure,24.0,0,1,0
1298,298.1,307.9,1517,40.8,50,No Failure,25.0,0,1,0
1299,298.1,307.9,1303,53.9,52,No Failure,17.333333333333332,0,0,1
1300,298.1,307.9,1578,35.6,55,No Failure,27.5,0,1,0
1301,298.1,307.9,1425,58.2,57,No Failure,28.5,0,1,0
1302,298.1,308.0,1456,42.4,59,No Failure,29.5,0,1,0
1303,298.1,308.0,1704,30.9,61,No Failure,30.5,0,1,0
1304,298.1,308.1,1616,32.8,65,No Failure,32.5,0,1,0
1305,298.2,308.1,1622,34.9,67,No Failure,33.5,0,1,0
1306,298.1,308.0,1543,41.9,73,No Failure,24.333333333333332,0,0,1
1307,298.0,307.8,1839,22.7,79,No Failure,39.5,0,1,0
1308,297.9,307.7,1593,34.9,83,No Failure,41.5,0,1,0
1309,297.9,307.8,1459,46.9,85,No Failure,42.5,0,1,0
1310,297.9,307.7,1308,55.2,87,No Failure,43.5,0,1,0
1311,297.9,307.7,1618,35.9,92,No Failure,18.4,1,0,0
1312,297.9,307.7,1464,43.2,97,No Failure,19.4,1,0,0
1313,297.8,307.6,1352,49.4,102,No Failure,34.0,0,0,1
1314,297.8,307.6,1446,51.4,105,No Failure,52.5,0,1,0
1315,297.8,307.5,1448,51.2,107,No Failure,53.5,0,1,0
1316,297.8,307.5,1405,46.9,113,No Failure,37.666666666666664,0,0,1
1317,297.8,307.5,1581,33.1,116,No Failure,58.0,0,1,0
1318,297.9,307.6,1515,40.5,118,No Failure,59.0,0,1,0
1319,297.9,307.6,1589,37.8,120,No Failure,60.0,0,1,0
1320,298.0,307.6,1281,50.8,122,No Failure,61.0,0,1,0
1321,297.8,307.5,1631,31.3,124,No Failure,24.8,1,0,0
1322,297.9,307.6,1202,67.0,129,No Failure,43.0,0,0,1
1323,297.9,307.6,1298,52.7,132,No Failure,66.0,0,1,0
1324,297.9,307.6,1612,30.7,134,No Failure,67.0,0,1,0
1325,297.9,307.6,1747,25.3,136,No Failure,68.0,0,1,0
1326,298.0,307.7,1422,45.6,140,No Failure,70.0,0,1,0
1327,298.1,307.7,1419,47.4,142,No Failure,47.333333333333336,0,0,1
1328,298.0,307.6,1301,58.5,155,No Failure,51.666666666666664,0,0,1
1329,298.0,307.6,1385,45.0,158,No Failure,79.0,0,1,0
1330,298.0,307.5,1387,45.5,166,No Failure,55.333333333333336,0,0,1
1331,298.1,307.6,1498,42.9,171,No Failure,85.5,0,1,0
1332,298.2,307.8,1599,31.2,173,No Failure,57.666666666666664,0,0,1
1333,298.2,307.9,1785,23.4,181,No Failure,90.5,0,1,0
1334,298.2,307.8,1423,48.1,183,No Failure,91.5,0,1,0
1335,298.2,307.8,1583,36.6,185,No Failure,61.666666666666664,0,0,1
1336,298.2,307.8,1375,46.6,188,No Failure,94.0,0,1,0
1337,298.3,308.0,1463,42.5,190,No Failure,63.333333333333336,0,0,1
1338,298.3,308.0,1451,47.1,196,No Failure,98.0,0,1,0
1339,298.3,308.1,1672,41.3,0,No Failure,0.0,0,1,0
1340,298.4,308.0,1540,37.8,7,No Failure,3.5,0,1,0
1341,298.4,308.2,1604,34.9,11,No Failure,5.5,0,1,0
1342,298.5,308.2,1451,47.5,18,No Failure,9.0,0,1,0
1343,298.5,308.3,1504,38.0,20,No Failure,10.0,0,1,0
1344,298.5,308.3,1381,50.5,22,No Failure,7.333333333333333,0,0,1
1345,298.6,308.3,1278,60.5,32,No Failure,16.0,0,1,0
1346,298.7,308.5,1616,30.2,34,No Failure,17.0,0,1,0
1347,298.6,308.4,1397,46.4,36,No Failure,18.0,0,1,0
1348,298.6,308.4,1310,59.7,40,No Failure,20.0,0,1,0
1349,298.5,308.2,1301,66.3,42,Power Failure,21.0,0,1,0
1350,298.5,308.3,1458,44.0,44,No Failure,22.0,0,1,0
1351,298.7,308.5,1483,42.5,46,No Failure,23.0,0,1,0
1352,298.7,308.5,1660,27.0,50,No Failure,16.666666666666668,0,0,1
1353,298.7,308.5,1480,42.2,58,No Failure,29.0,0,1,0
1354,298.7,308.4,1373,46.9,60,No Failure,30.0,0,1,0
1355,298.7,308.5,1444,54.2,62,No Failure,31.0,0,1,0
1356,298.7,308.6,1722,24.7,64,No Failure,21.333333333333332,0,0,1
1357,298.7,308.5,1360,52.9,69,No Failure,23.0,0,0,1
1358,298.7,308.4,1750,25.8,72,No Failure,36.0,0,1,0
1359,298.7,308.3,1349,46.6,74,No Failure,24.666666666666668,0,0,1
1360,298.7,308.5,1668,35.2,77,No Failure,38.5,0,1,0
1361,298.8,308.6,1331,62.8,81,No Failure,40.5,0,1,0
1362,298.8,308.5,1444,42.2,83,No Failure,41.5,0,1,0
1363,298.8,308.5,1425,47.4,90,No Failure,30.0,0,0,1
1364,298.9,308.6,1469,34.2,93,No Failure,31.0,0,0,1
1365,299.0,308.7,1892,22.8,96,No Failure,48.0,0,1,0
1366,299.0,308.7,1940,19.9,98,No Failure,19.6,1,0,0
1367,299.1,308.9,1686,29.6,108,No Failure,54.0,0,1,0
1368,299.1,308.9,1680,27.2,110,No Failure,55.0,0,1,0
1369,299.1,308.9,1397,52.4,112,No Failure,37.333333333333336,0,0,1
1370,299.3,309.1,1470,41.1,118,No Failure,59.0,0,1,0
1371,299.3,309.1,1703,31.3,120,No Failure,40.0,0,0,1
1372,299.3,309.2,1586,37.9,129,No Failure,43.0,0,0,1
1373,299.4,309.2,1470,44.4,135,No Failure,45.0,0,0,1
1374,299.5,309.3,1477,40.4,138,No Failure,69.0,0,1,0
1375,299.5,309.3,1382,61.0,140,No Failure,70.0,0,1,0
1376,299.5,309.3,1333,54.1,147,No Failure,73.5,0,1,0
1377,299.5,309.3,1520,42.3,149,No Failure,74.5,0,1,0
1378,299.5,309.3,1902,24.0,151,No Failure,50.333333333333336,0,0,1
1379,299.5,309.4,1386,44.4,154,No Failure,30.8,1,0,0
1380,299.7,309.6,1359,50.7,161,No Failure,80.5,0,1,0
1381,299.7,309.6,1477,42.7,163,No Failure,54.333333333333336,0,0,1
1382,299.6,309.5,1453,41.4,168,No Failure,84.0,0,1,0
1383,299.7,309.6,1512,36.2,172,No Failure,86.0,0,1,0
1384,299.7,309.6,1553,36.8,174,No Failure,87.0,0,1,0
1385,299.7,309.6,1553,41.0,179,No Failure,35.8,1,0,0
1386,299.6,309.5,1570,35.5,189,Random Failures,94.5,0,1,0
1387,299.6,309.4,1677,31.1,191,No Failure,95.5,0,1,0
1388,299.5,309.4,1602,31.5,193,No Failure,96.5,0,1,0
1389,299.4,309.3,1544,36.0,197,No Failure,98.5,0,1,0
1390,299.4,309.4,1701,31.2,199,No Failure,99.5,0,1,0
1391,299.4,309.3,1692,28.4,201,No Failure,67.0,0,0,1
1392,299.3,309.3,1523,37.9,204,No Failure,68.0,0,0,1
1393,299.4,309.3,1485,47.1,209,No Failure,69.66666666666667,0,0,1
1394,299.4,309.2,1513,36.1,212,No Failure,42.4,1,0,0
1395,299.4,309.3,1743,28.2,0,No Failure,0.0,1,0,0
1396,299.5,309.3,1442,46.2,5,No Failure,2.5,0,1,0
1397,299.5,309.3,1462,46.7,7,No Failure,3.5,0,1,0
1398,299.4,309.3,1439,49.7,9,No Failure,1.8,1,0,0
1399,299.5,309.3,1577,36.6,14,No Failure,7.0,0,1,0
1400,299.6,309.4,1331,46.4,16,No Failure,8.0,0,1,0
1401,299.5,309.2,1393,47.3,20,No Failure,10.0,0,1,0
1402,299.4,309.2,1433,42.1,22,No Failure,11.0,0,1,0
1403,299.4,309.2,1444,48.2,24,No Failure,12.0,0,1,0
1404,299.4,309.2,1564,39.0,26,No Failure,13.0,0,1,0
1405,299.4,309.3,1377,43.6,28,No Failure,14.0,0,1,0
1406,299.4,309.4,1326,47.5,35,No Failure,11.666666666666666,0,0,1
1407,299.4,309.3,1401,59.0,38,No Failure,19.0,0,1,0
1408,299.4,309.3,1596,31.8,40,No Failure,20.0,0,1,0
1409,299.3,309.1,1495,44.0,55,No Failure,27.5,0,1,0
1410,299.4,309.1,1645,28.6,57,No Failure,28.5,0,1,0
1411,299.4,309.1,1417,47.3,59,No Failure,19.666666666666668,0,0,1
1412,299.4,309.0,1415,51.7,62,No Failure,12.4,1,0,0
1413,299.4,309.0,1436,47.9,75,No Failure,37.5,0,1,0
1414,299.5,309.1,1852,22.6,77,No Failure,38.5,0,1,0
1415,299.5,309.1,1863,22.5,79,No Failure,39.5,0,1,0
1416,299.4,309.1,1373,44.1,81,No Failure,16.2,1,0,0
1417,299.4,309.0,1404,47.3,86,No Failure,43.0,0,1,0
1418,299.4,309.0,1381,44.9,88,No Failure,29.333333333333332,0,0,1
1419,299.4,308.9,1762,29.3,91,No Failure,18.2,1,0,0
1420,299.3,308.9,1429,43.0,96,No Failure,19.2,1,0,0
1421,299.2,308.8,1503,37.4,109,No Failure,36.333333333333336,0,0,1
1422,299.2,308.8,1523,38.9,112,No Failure,37.333333333333336,0,0,1
1423,299.3,309.0,1491,38.4,115,No Failure,57.5,0,1,0
1424,299.3,308.9,1258,69.4,119,Power Failure,59.5,0,1,0
1425,299.3,309.0,1449,46.5,121,No Failure,60.5,0,1,0
1426,299.3,309.0,1425,40.6,123,No Failure,24.6,1,0,0
1427,299.4,309.0,1607,33.7,130,No Failure,26.0,1,0,0
1428,299.4,309.1,1432,45.4,137,No Failure,68.5,0,1,0
1429,299.4,309.0,1660,28.4,139,No Failure,69.5,0,1,0
1430,299.3,309.0,1732,29.7,141,No Failure,28.2,1,0,0
1431,299.3,309.0,1473,46.3,146,No Failure,73.0,0,1,0
1432,299.3,309.0,1511,47.8,148,No Failure,74.0,0,1,0
1433,299.2,308.9,1588,41.5,150,No Failure,75.0,0,1,0
1434,299.3,308.9,1623,31.1,152,No Failure,76.0,0,1,0
1435,299.3,309.0,1415,47.6,156,No Failure,78.0,0,1,0
1436,299.4,308.9,1451,40.5,168,No Failure,84.0,0,1,0
1437,299.3,308.8,1647,32.9,172,No Failure,86.0,0,1,0
1438,299.4,308.9,1550,33.7,174,No Failure,87.0,0,1,0
1439,299.4,309.0,1613,32.2,178,No Failure,89.0,0,1,0
1440,299.3,308.8,1636,35.5,180,No Failure,36.0,1,0,0
1441,299.3,308.7,1289,51.5,185,No Failure,61.666666666666664,0,0,1
1442,299.3,308.8,1397,45.4,191,No Failure,38.2,1,0,0
1443,299.4,309.0,1939,19.8,204,No Failure,68.0,0,0,1
1444,299.4,309.0,1507,41.0,213,No Failure,106.5,0,1,0
1445,299.4,309.1,1464,40.5,215,No Failure,107.5,0,1,0
1446,299.5,309.1,1336,42.1,217,No Failure,108.5,0,1,0
1447,299.6,309.2,1540,36.7,221,No Failure,110.5,0,1,0
1448,299.6,309.2,1867,23.4,225,Tool Wear Failure,75.0,0,0,1
1449,299.6,309.1,1588,41.3,0,No Failure,0.0,1,0,0
1450,299.5,309.1,1420,49.5,5,No Failure,1.6666666666666667,0,0,1
1451,299.5,309.1,1415,49.2,8,No Failure,4.0,0,1,0
1452,299.5,309.1,1502,44.6,13,No Failure,6.5,0,1,0
1453,299.6,309.2,1572,33.4,20,No Failure,10.0,0,1,0
1454,299.5,309.2,1590,35.9,22,No Failure,7.333333333333333,0,0,1
1455,299.6,309.3,1387,48.3,25,No Failure,8.333333333333334,0,0,1
1456,299.6,309.2,1393,47.7,28,No Failure,9.333333333333334,0,0,1
1457,299.6,309.2,1601,33.3,33,No Failure,16.5,0,1,0
1458,299.5,309.1,1548,44.3,40,No Failure,8.0,1,0,0
1459,299.5,309.2,1314,61.8,45,No Failure,15.0,0,0,1
1460,299.8,309.4,1475,43.4,51,No Failure,25.5,0,1,0
1461,299.8,309.4,1630,32.4,53,No Failure,26.5,0,1,0
1462,299.7,309.4,1445,42.9,55,No Failure,27.5,0,1,0
1463,299.8,309.4,1439,47.4,57,No Failure,19.0,0,0,1
1464,299.7,309.2,1554,41.6,62,No Failure,12.4,1,0,0
1465,299.6,309.0,1648,33.6,70,No Failure,35.0,0,1,0
1466,299.6,309.0,1472,48.8,72,No Failure,36.0,0,1,0
1467,299.5,308.9,1448,42.9,74,No Failure,24.666666666666668,0,0,1
1468,299.6,308.9,1568,35.3,77,No Failure,25.666666666666668,0,0,1
1469,299.6,308.9,1613,30.8,80,No Failure,40.0,0,1,0
1470,299.7,308.9,1478,41.0,87,No Failure,29.0,0,0,1
1471,299.8,309.1,1546,35.6,93,No Failure,46.5,0,1,0
1472,299.8,309.0,1567,36.1,95,No Failure,47.5,0,1,0
1473,299.9,309.2,1548,35.7,97,No Failure,32.333333333333336,0,0,1
1474,299.9,309.2,1624,34.6,105,No Failure,52.5,0,1,0
1475,299.7,309.2,1401,54.1,118,No Failure,59.0,0,1,0
1476,299.7,309.1,1473,39.4,125,No Failure,62.5,0,1,0
1477,299.7,309.2,1468,49.6,132,No Failure,26.4,1,0,0
1478,299.7,309.2,1645,30.8,137,No Failure,68.5,0,1,0
1479,299.7,309.1,1347,55.3,139,No Failure,69.5,0,1,0
1480,299.6,309.0,1736,26.1,146,No Failure,48.666666666666664,0,0,1
1481,299.7,309.0,1605,33.0,151,No Failure,75.5,0,1,0
1482,299.6,309.0,1413,48.5,153,No Failure,76.5,0,1,0
1483,299.6,308.9,1685,27.8,161,No Failure,53.666666666666664,0,0,1
1484,299.4,308.6,1542,41.8,166,No Failure,33.2,1,0,0
1485,299.4,308.7,1681,30.8,171,No Failure,85.5,0,1,0
1486,299.5,308.7,1446,45.7,173,No Failure,86.5,0,1,0
1487,299.4,308.6,1415,56.4,175,No Failure,87.5,0,1,0
1488,299.5,308.7,2549,13.0,179,Power Failure,89.5,0,1,0
1489,299.4,308.6,1492,40.5,181,No Failure,90.5,0,1,0
1490,299.4,308.6,1455,42.7,183,No Failure,61.0,0,0,1
1491,299.3,308.5,1422,43.1,186,No Failure,62.0,0,0,1
1492,299.3,308.6,1403,50.6,189,No Failure,94.5,0,1,0
1493,299.3,308.6,1474,49.6,191,No Failure,95.5,0,1,0
1494,299.2,308.4,1711,28.9,197,No Failure,98.5,0,1,0
1495,299.2,308.4,1667,29.0,199,No Failure,99.5,0,1,0
1496,299.2,308.4,1465,35.0,201,No Failure,100.5,0,1,0
1497,299.3,308.4,1542,37.5,203,Tool Wear Failure,67.66666666666667,0,0,1
1498,299.3,308.4,1406,47.4,3,No Failure,1.5,0,1,0
1499,299.2,308.4,1396,48.5,5,No Failure,1.6666666666666667,0,0,1
1500,299.3,308.5,1304,60.6,8,No Failure,2.6666666666666665,0,0,1
1501,299.2,308.5,1442,46.5,11,No Failure,5.5,0,1,0
1502,299.2,308.4,1396,48.7,13,No Failure,4.333333333333333,0,0,1
1503,299.1,308.3,1424,43.4,16,No Failure,3.2,1,0,0
1504,299.1,308.3,1451,42.8,21,No Failure,4.2,1,0,0
1505,299.1,308.3,1325,46.9,28,No Failure,14.0,0,1,0
1506,299.1,308.3,1559,33.7,30,No Failure,15.0,0,1,0
1507,299.1,308.3,1489,38.1,32,No Failure,16.0,0,1,0
1508,299.1,308.2,1319,60.3,36,No Failure,18.0,0,1,0
1509,299.1,308.3,1431,52.3,38,No Failure,19.0,0,1,0
1510,299.1,308.3,1521,36.5,40,No Failure,8.0,1,0,0
1511,299.1,308.2,1435,45.2,45,No Failure,15.0,0,0,1
1512,299.2,308.4,1529,43.0,50,No Failure,16.666666666666668,0,0,1
1513,299.2,308.5,1381,60.6,59,No Failure,29.5,0,1,0
1514,299.2,308.5,1370,52.4,61,No Failure,30.5,0,1,0
1515,299.2,308.5,1438,46.6,63,No Failure,31.5,0,1,0
1516,299.3,308.6,1314,48.2,65,No Failure,32.5,0,1,0
1517,299.2,308.5,1821,26.1,69,No Failure,34.5,0,1,0
1518,299.3,308.5,1589,32.7,74,No Failure,37.0,0,1,0
1519,299.3,308.6,1520,33.7,76,No Failure,38.0,0,1,0
1520,299.3,308.7,1408,44.4,82,No Failure,16.4,1,0,0
1521,299.3,308.7,1459,35.6,87,No Failure,29.0,0,0,1
1522,299.4,308.7,1525,39.0,90,No Failure,45.0,0,1,0
1523,299.4,308.8,1390,57.0,92,No Failure,46.0,0,1,0
1524,299.3,308.7,1536,38.9,94,No Failure,47.0,0,1,0
1525,299.4,308.7,1459,47.6,96,No Failure,48.0,0,1,0
1526,299.4,308.7,1381,56.7,102,No Failure,51.0,0,1,0
1527,299.4,308.7,1289,60.5,104,No Failure,34.666666666666664,0,0,1
1528,299.4,308.6,1541,39.1,109,No Failure,36.333333333333336,0,0,1
1529,299.5,308.7,1321,51.9,114,No Failure,38.0,0,0,1
1530,299.5,308.8,1886,20.9,117,No Failure,39.0,0,0,1
1531,299.6,308.9,1422,53.2,120,No Failure,60.0,0,1,0
1532,299.3,308.7,1802,26.0,130,No Failure,65.0,0,1,0
1533,299.3,308.6,1482,37.6,132,No Failure,66.0,0,1,0
1534,299.4,308.7,1446,62.9,134,Power Failure,67.0,0,1,0
1535,299.3,308.6,1371,50.5,136,No Failure,68.0,0,1,0
1536,299.2,308.6,1586,35.7,138,No Failure,46.0,0,0,1
1537,299.2,308.5,1515,39.8,141,No Failure,70.5,0,1,0
1538,299.2,308.5,1374,53.6,143,No Failure,71.5,0,1,0
1539,299.1,308.6,1260,57.8,152,No Failure,76.0,0,1,0
1540,299.1,308.5,1371,55.5,159,No Failure,79.5,0,1,0
1541,299.1,308.6,1611,31.4,161,No Failure,80.5,0,1,0
1542,299.0,308.4,1535,47.5,163,No Failure,54.333333333333336,0,0,1
1543,299.1,308.6,1491,38.5,166,No Failure,55.333333333333336,0,0,1
1544,299.1,308.6,1441,36.2,169,No Failure,56.333333333333336,0,0,1
1545,299.1,308.8,1725,26.6,172,No Failure,57.333333333333336,0,0,1
1546,299.2,308.9,1368,47.2,175,No Failure,87.5,0,1,0
1547,299.2,308.9,1526,37.9,177,No Failure,88.5,0,1,0
1548,299.2,308.8,1405,51.4,183,No Failure,91.5,0,1,0
1549,299.2,308.8,1700,33.5,185,No Failure,61.666666666666664,0,0,1
1550,299.2,308.8,1440,39.1,188,No Failure,37.6,1,0,0
1551,299.2,308.7,1401,47.0,198,No Failure,66.0,0,0,1
1552,299.3,308.8,1603,33.9,203,No Failure,101.5,0,1,0
1553,299.3,308.6,1384,53.6,218,Overstrain Failure,109.0,0,1,0
1554,299.2,308.5,1378,50.4,220,Overstrain Failure,110.0,0,1,0
1555,299.2,308.5,1445,45.2,222,No Failure,111.0,0,1,0
1556,299.2,308.4,1445,43.5,224,No Failure,112.0,0,1,0
1557,299.2,308.4,1434,46.8,2,No Failure,1.0,0,1,0
1558,299.2,308.4,1877,23.9,4,No Failure,2.0,0,1,0
1559,299.3,308.3,1651,28.0,6,No Failure,3.0,0,1,0
1560,299.2,308.3,1755,26.4,19,No Failure,6.333333333333333,0,0,1
1561,299.2,308.4,1402,47.7,24,No Failure,12.0,0,1,0
1562,299.2,308.3,1410,43.0,26,No Failure,13.0,0,1,0
1563,299.2,308.4,1436,41.8,28,No Failure,14.0,0,1,0
1564,299.3,308.5,1386,42.2,30,No Failure,10.0,0,0,1
1565,299.2,308.4,1393,48.4,35,No Failure,17.5,0,1,0
1566,299.3,308.5,1422,45.4,37,No Failure,12.333333333333334,0,0,1
1567,299.2,308.4,1841,22.8,40,No Failure,20.0,0,1,0
1568,299.3,308.6,1433,37.7,42,No Failure,21.0,0,1,0
1569,299.3,308.5,1305,60.6,44,No Failure,14.666666666666666,0,0,1
1570,299.3,308.6,1498,39.5,47,No Failure,9.4,1,0,0
1571,299.2,308.4,1381,42.5,54,No Failure,18.0,0,0,1
1572,299.3,308.5,1413,38.5,57,No Failure,28.5,0,1,0
1573,299.2,308.6,1631,35.4,64,No Failure,21.333333333333332,0,0,1
1574,299.3,308.6,1520,41.4,67,No Failure,13.4,1,0,0
1575,299.3,308.5,1510,45.4,72,No Failure,36.0,0,1,0
1576,299.2,308.5,1366,49.7,74,No Failure,37.0,0,1,0
1577,299.4,308.5,1845,22.9,76,No Failure,38.0,0,1,0
1578,299.3,308.5,1485,44.7,78,No Failure,39.0,0,1,0
1579,299.3,308.4,1468,42.2,83,No Failure,27.666666666666668,0,0,1
1580,299.2,308.4,1856,22.7,86,No Failure,28.666666666666668,0,0,1
1581,299.2,308.4,1620,34.1,89,No Failure,44.5,0,1,0
1582,299.3,308.5,1409,44.8,91,No Failure,45.5,0,1,0
1583,299.3,308.5,1404,49.4,93,No Failure,31.0,0,0,1
1584,299.2,308.4,1350,51.3,96,No Failure,48.0,0,1,0
1585,299.2,308.4,1538,38.0,98,No Failure,32.666666666666664,0,0,1
1586,299.2,308.4,1476,32.7,101,No Failure,33.666666666666664,0,0,1
1587,299.2,308.3,1364,51.8,104,No Failure,34.666666666666664,0,0,1
1588,299.2,308.3,1582,45.5,107,No Failure,35.666666666666664,0,0,1
1589,299.1,308.2,1348,56.1,110,No Failure,55.0,0,1,0
1590,299.1,308.2,1450,46.1,112,No Failure,22.4,1,0,0
1591,299.1,308.3,1506,38.0,125,No Failure,41.666666666666664,0,0,1
1592,299.2,308.5,1474,47.2,132,No Failure,44.0,0,0,1
1593,299.2,308.5,1526,37.3,135,No Failure,45.0,0,0,1
1594,299.2,308.5,1867,27.0,138,No Failure,69.0,0,1,0
1595,299.2,308.4,1580,32.6,142,No Failure,71.0,0,1,0
1596,299.2,308.5,1340,50.0,144,No Failure,72.0,0,1,0
1597,299.2,308.5,1544,41.6,146,No Failure,73.0,0,1,0
1598,299.2,308.5,1742,28.9,150,No Failure,50.0,0,0,1
1599,299.1,308.5,1592,34.2,153,No Failure,51.0,0,0,1
1600,299.2,308.6,1582,38.8,156,No Failure,78.0,0,1,0
1601,299.2,308.5,1490,43.2,158,No Failure,79.0,0,1,0
1602,299.2,308.5,1594,35.8,160,No Failure,53.333333333333336,0,0,1
1603,299.2,308.6,1462,55.0,163,No Failure,32.6,1,0,0
1604,299.2,308.6,1367,47.6,168,No Failure,56.0,0,0,1
1605,299.2,308.7,1448,51.4,173,No Failure,34.6,1,0,0
1606,299.1,308.7,1498,38.9,181,No Failure,90.5,0,1,0
1607,299.1,308.6,1437,41.6,183,No Failure,91.5,0,1,0
1608,299.1,308.6,1499,45.1,185,No Failure,61.666666666666664,0,0,1
1609,299.1,308.5,1689,32.1,192,No Failure,96.0,0,1,0
1610,299.0,308.5,1559,38.1,194,No Failure,97.0,0,1,0
1611,299.0,308.5,1886,23.0,198,No Failure,99.0,0,1,0
1612,299.1,308.5,1415,43.4,0,No Failure,0.0,0,1,0
1613,299.1,308.5,1587,35.6,2,No Failure,0.6666666666666666,0,0,1
1614,299.0,308.4,1571,38.6,5,No Failure,2.5,0,1,0
1615,298.9,308.3,1660,34.4,9,No Failure,4.5,0,1,0
1616,298.8,308.2,1450,44.7,14,No Failure,2.8,1,0,0
1617,298.9,308.2,2384,15.0,19,No Failure,9.5,0,1,0
1618,298.9,308.2,2022,20.0,23,No Failure,7.666666666666667,0,0,1
1619,298.9,308.2,1828,23.8,26,No Failure,13.0,0,1,0
1620,298.9,308.3,1855,23.8,33,No Failure,16.5,0,1,0
1621,299.0,308.3,1377,47.2,35,No Failure,11.666666666666666,0,0,1
1622,298.9,308.3,1432,48.9,38,No Failure,19.0,0,1,0
1623,298.9,308.2,1335,47.8,40,No Failure,13.333333333333334,0,0,1
1624,299.0,308.3,1441,44.0,48,No Failure,24.0,0,1,0
1625,299.0,308.2,1358,42.7,50,No Failure,16.666666666666668,0,0,1
1626,298.9,308.2,1686,30.4,53,No Failure,26.5,0,1,0
1627,299.1,308.3,1426,40.1,60,No Failure,30.0,0,1,0
1628,299.1,308.4,1330,53.6,62,No Failure,20.666666666666668,0,0,1
1629,299.1,308.4,1693,31.6,65,No Failure,32.5,0,1,0
1630,299.1,308.4,1426,47.9,67,No Failure,33.5,0,1,0
1631,299.1,308.5,1676,31.0,69,No Failure,34.5,0,1,0
1632,299.1,308.4,1332,51.7,71,No Failure,23.666666666666668,0,0,1
1633,299.2,308.6,1267,68.2,76,Power Failure,38.0,0,1,0
1634,299.3,308.6,1422,48.9,83,No Failure,41.5,0,1,0
1635,299.3,308.7,1408,48.7,85,No Failure,42.5,0,1,0
1636,299.2,308.7,1492,37.8,91,No Failure,45.5,0,1,0
1637,299.2,308.7,1650,30.5,93,No Failure,46.5,0,1,0
1638,299.0,308.6,1648,30.8,98,No Failure,49.0,0,1,0
1639,299.0,308.6,1653,31.7,100,No Failure,50.0,0,1,0
1640,299.0,308.6,1661,32.2,106,No Failure,53.0,0,1,0
1641,299.0,308.6,1434,45.9,108,No Failure,54.0,0,1,0
1642,298.9,308.6,1517,39.8,114,No Failure,38.0,0,0,1
1643,298.9,308.5,1580,39.1,119,No Failure,59.5,0,1,0
1644,298.9,308.6,1481,40.7,124,No Failure,62.0,0,1,0
1645,299.0,308.6,1429,37.7,126,No Failure,63.0,0,1,0
1646,298.9,308.6,1574,33.5,128,No Failure,42.666666666666664,0,0,1
1647,299.0,308.7,1507,37.5,134,No Failure,67.0,0,1,0
1648,298.9,308.5,1467,44.7,136,No Failure,68.0,0,1,0
1649,298.9,308.4,1301,51.1,138,No Failure,69.0,0,1,0
1650,298.9,308.5,1429,55.1,140,No Failure,70.0,0,1,0
1651,298.9,308.5,1555,37.6,142,No Failure,47.333333333333336,0,0,1
1652,298.9,308.5,1503,40.6,145,No Failure,72.5,0,1,0
1653,298.9,308.5,1459,43.1,147,No Failure,73.5,0,1,0
1654,298.9,308.5,1387,57.3,154,No Failure,77.0,0,1,0
1655,298.9,308.5,1456,50.0,156,No Failure,52.0,0,0,1
1656,299.0,308.5,1604,34.7,159,No Failure,79.5,0,1,0
1657,299.0,308.6,1734,32.4,161,No Failure,80.5,0,1,0
1658,299.0,308.6,1378,47.8,163,No Failure,81.5,0,1,0
1659,298.9,308.7,1504,41.8,165,No Failure,82.5,0,1,0
1660,298.8,308.6,1524,37.7,170,No Failure,34.0,1,0,0
1661,298.9,308.6,1623,31.0,180,No Failure,36.0,1,0,0
1662,298.9,308.7,1500,41.6,187,No Failure,37.4,1,0,0
1663,299.1,308.8,1566,46.6,192,No Failure,38.4,1,0,0
1664,299.0,308.8,1382,58.5,199,No Failure,39.8,1,0,0
1665,299.1,308.8,1329,53.6,207,Overstrain Failure,103.5,0,1,0
1666,299.1,308.8,1491,41.0,209,No Failure,69.66666666666667,0,0,1
1667,299.2,308.9,1573,37.4,212,No Failure,70.66666666666667,0,0,1
1668,299.2,308.9,1521,42.3,215,No Failure,71.66666666666667,0,0,1
1669,299.1,308.9,1467,47.2,218,No Failure,109.0,0,1,0
1670,299.1,308.9,1325,48.4,220,No Failure,73.33333333333333,0,0,1
