,udi,product_id,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,min_processo,type_H,type_L,type_M
842,4914,M19773,303.5,312.3,1593,35.2,29,4.8,0,0,1
843,9444,H38857,298.0,308.8,1411,53.8,73,5.8,1,0,0
844,9621,L56800,298.9,310.0,1470,45.9,109,17.0,0,1,0
845,955,H30368,295.6,306.2,1414,42.5,69,19.5,1,0,0
846,7437,L54616,300.0,311.4,1487,41.2,22,14.333333333333334,0,1,0
847,5409,L52588,302.6,312.4,1628,33.0,15,24.0,0,1,0
848,3407,L50586,301.2,310.4,1470,44.0,113,16.666666666666668,0,1,0
849,6758,L53937,301.8,311.2,1822,26.2,204,11.6,0,1,0
850,6556,H35969,301.5,310.7,1394,46.7,130,31.5,1,0,0
851,4543,M19402,302.5,310.4,1581,32.7,181,23.333333333333332,0,0,1
852,9296,M24155,298.2,309.0,1413,47.9,97,24.333333333333332,0,0,1
853,2550,L49729,299.4,309.2,1489,42.3,114,27.0,0,1,0
854,282,L47461,298.1,308.0,1626,36.5,83,16.8,0,1,0
855,3553,M18412,301.8,310.9,1358,52.3,56,17.8,0,0,1
856,6218,M21077,301.0,310.7,1455,46.1,103,47.0,0,0,1
857,9253,M24112,298.1,309.0,1533,36.1,189,48.0,0,0,1
858,6738,M21597,301.7,311.0,1537,33.5,146,33.333333333333336,0,0,1
859,6927,H36340,301.1,311.6,1417,53.4,0,51.5,1,0,0
860,9903,H39316,298.7,309.3,1402,45.3,190,35.666666666666664,1,0,0
861,1076,H30489,296.9,307.8,1345,54.5,172,36.666666666666664,1,0,0
862,1321,M16180,299.0,310.3,1540,38.1,182,56.5,0,0,1
863,7218,L54397,299.9,309.8,1716,28.2,117,38.333333333333336,0,1,0
864,4209,M19068,302.3,310.9,1627,32.3,0,39.333333333333336,0,0,1
865,759,L47938,296.8,308.0,1497,41.7,231,24.2,0,1,0
866,5639,L52818,302.6,312.1,1519,38.1,178,64.0,0,1,0
867,1307,L48486,298.8,310.0,1487,41.4,152,65.0,0,1,0
868,7470,L54649,300.3,311.6,1607,33.5,109,45.666666666666664,0,1,0
869,8664,L55843,297.5,308.6,1671,29.4,136,70.0,0,1,0
870,7555,M22414,300.3,311.4,1371,50.2,109,71.0,0,0,1
871,8103,L55282,300.3,311.8,1413,46.0,182,73.0,0,1,0
872,7844,M22703,300.1,311.7,1400,48.5,205,74.0,0,0,1
873,509,L47688,297.7,309.3,1893,24.6,15,77.0,0,1,0
874,738,H30151,296.9,308.3,1474,39.2,177,78.0,1,0,0
875,9068,L56247,297.1,308.2,1351,56.6,126,80.0,0,1,0
876,2153,M17012,299.3,308.8,1648,28.4,188,81.0,0,0,1
877,2096,L49275,299.4,309.3,1525,41.5,30,82.0,0,1,0
878,9503,L56682,299.3,310.2,1495,49.2,16,83.0,0,1,0
879,5084,L52263,304.1,313.1,1327,54.1,57,56.0,0,1,0
880,5522,L52701,302.6,311.9,1397,46.9,82,85.5,0,1,0
881,8445,M23304,298.6,309.9,1818,24.9,9,59.0,0,0,1
882,8197,L55376,299.4,310.8,1622,33.6,217,90.0,0,1,0
883,8441,L55620,298.6,309.8,1370,56.0,0,92.5,0,1,0
884,6197,L53376,300.9,310.8,1701,30.4,55,37.4,0,1,0
885,2056,L49235,299.6,309.4,1643,32.9,145,96.0,0,1,0
886,9929,M24788,298.4,308.5,1576,27.4,55,64.66666666666667,0,0,1
887,852,M15711,296.2,307.2,1389,48.6,7,101.0,0,0,1
888,3534,L50713,302.0,311.0,1563,36.2,8,68.66666666666667,0,1,0
889,2273,M17132,299.3,308.6,1448,52.1,71,107.0,0,0,1
890,8831,H38244,297.3,308.7,1430,42.8,153,43.2,1,0,0
891,2384,L49563,299.1,308.2,1568,33.3,123,74.33333333333333,0,1,0
892,6726,M21585,301.5,310.7,1359,47.1,115,115.0,0,0,1
893,9468,L56647,298.6,309.3,1702,27.6,143,0.0,0,1,0
894,913,L48092,295.6,306.0,1569,40.4,174,2.5,0,1,0
895,7303,L54482,300.1,310.5,1494,44.2,117,2.3333333333333335,0,1,0
896,665,L47844,297.5,308.9,1390,47.4,187,5.0,0,1,0
897,7724,L54903,300.5,311.6,1730,30.2,106,4.0,0,1,0
898,7971,M22830,300.9,312.1,1297,48.6,76,5.0,0,0,1
899,5905,M20764,300.8,310.5,1330,59.0,190,11.0,0,0,1
900,7924,M22783,300.8,312.0,1450,45.0,183,12.0,0,0,1
901,8882,H38295,298.0,309.2,1520,37.9,89,14.0,1,0,0
902,6400,M21259,300.1,309.6,1501,38.0,157,15.0,0,0,1
903,376,L47555,297.4,308.2,1533,37.4,115,16.0,0,1,0
904,3484,H32897,301.9,310.8,1455,42.7,85,17.0,1,0,0
905,2296,L49475,299.4,308.7,1512,37.2,126,12.0,0,1,0
906,2976,H32389,300.5,309.4,1360,46.2,93,21.0,1,0,0
907,1139,L48318,296.9,307.9,1435,41.6,139,14.666666666666666,0,1,0
908,103,L47282,298.8,308.8,1555,40.6,61,24.5,0,1,0
909,2174,M17033,299.5,309.2,1495,41.6,17,17.0,0,0,1
910,527,L47706,297.6,309.5,1373,50.6,55,27.0,0,1,0
911,9378,H38791,297.7,308.3,1488,41.0,101,11.2,1,0,0
912,3225,M18084,300.6,309.5,1557,33.8,84,32.0,0,0,1
913,3134,H32547,300.2,309.6,1442,49.2,61,33.0,1,0,0
914,4074,M18933,301.9,310.6,1412,46.5,89,24.0,0,0,1
915,173,M15032,298.1,308.0,1924,20.8,29,25.0,0,0,1
916,2069,M16928,299.7,309.6,1534,39.1,176,43.0,0,0,1
917,601,L47780,297.8,309.7,1547,37.3,25,30.333333333333332,0,1,0
918,6469,L53648,300.5,309.8,1507,42.5,117,31.333333333333332,0,1,0
919,8275,L55454,298.9,310.5,1640,29.2,195,48.5,0,1,0
920,2323,L49502,299.2,308.7,1514,41.9,196,34.0,0,1,0
921,106,L47285,298.8,308.7,1591,31.1,68,52.5,0,1,0
922,9833,L57012,298.4,309.2,2118,17.7,210,57.0,0,1,0
923,1059,L48238,296.7,307.8,1605,31.3,128,38.666666666666664,0,1,0
924,678,L47857,297.9,309.2,1478,39.7,10,62.0,0,1,0
925,5831,M20690,301.3,311.2,1438,42.4,7,42.0,0,0,1
926,5045,L52224,304.1,313.2,1412,47.5,150,64.5,0,1,0
927,2061,L49240,299.6,309.5,1803,27.7,159,26.6,0,1,0
928,1411,M16270,298.9,310.1,1469,53.2,189,69.0,0,0,1
929,5574,L52753,302.5,312.2,1738,25.3,14,70.0,0,1,0
930,1980,H31393,298.0,307.6,1420,45.8,150,71.0,1,0,0
931,6482,L53661,300.7,309.8,1406,48.4,151,48.0,0,1,0
932,704,H30117,297.7,308.9,1479,40.9,87,73.5,1,0,0
933,6334,M21193,300.4,309.9,1415,31.8,192,74.5,0,0,1
934,6455,L53634,300.7,310.1,1598,32.8,79,75.5,0,1,0
935,4130,M18989,301.8,310.3,1666,32.7,19,76.5,0,0,1
936,7584,L54763,300.3,311.1,1480,46.6,185,77.5,0,1,0
937,9306,H38719,298.3,309.1,1646,30.2,125,78.5,1,0,0
938,9536,M24395,299.3,310.6,1609,31.4,99,79.5,0,0,1
939,5897,L53076,301.1,310.8,1274,55.7,169,33.2,0,1,0
940,435,M15294,297.5,308.5,1484,44.7,40,57.0,0,0,1
941,9850,L57029,298.6,309.4,2312,15.5,44,87.0,0,1,0
942,9193,L56372,297.9,309.0,1562,35.8,40,58.666666666666664,0,1,0
943,8216,L55395,299.1,310.5,1437,43.1,40,89.5,0,1,0
944,5625,M20484,302.8,312.2,1469,36.9,143,90.5,0,0,1
945,1796,M16655,298.1,307.7,1498,38.3,81,92.5,0,0,1
946,5365,L52544,303.2,312.6,1601,35.3,148,96.0,0,1,0
947,2305,L49484,299.1,308.5,1455,39.8,145,66.66666666666667,0,1,0
948,8025,L55204,300.9,312.0,1493,38.7,217,101.5,0,1,0
949,6963,M21822,300.7,311.1,1373,49.9,96,68.33333333333333,0,0,1
950,1119,L48298,296.5,307.5,1443,41.8,87,106.0,0,1,0
951,8211,H37624,299.2,310.7,1636,29.4,23,71.33333333333333,1,0,0
952,4314,L51493,301.4,310.1,1502,46.6,37,108.5,0,1,0
953,6117,L53296,300.8,310.9,1453,43.9,84,0.0,0,1,0
954,7142,M22001,300.4,309.8,1356,44.4,136,2.0,0,0,1
955,1663,H31076,298.2,307.9,1462,45.5,171,3.0,1,0,0
956,5021,L52200,304.1,313.1,1556,36.3,86,5.5,0,1,0
957,3058,L50237,300.1,309.1,1400,46.7,77,6.666666666666667,0,1,0
958,1617,H31030,297.8,307.8,1662,30.7,48,12.5,1,0,0
959,7388,H36801,299.8,310.6,1423,44.6,116,9.0,1,0,0
960,8066,M22925,300.5,311.9,1670,26.3,89,6.0,0,0,1
961,5167,H34580,304.2,313.5,1546,41.4,58,7.0,1,0,0
962,461,H29874,297.3,308.6,1431,42.0,109,16.666666666666668,1,0,0
963,9131,L56310,297.6,308.6,1576,32.7,83,26.5,0,1,0
964,5551,M20410,302.3,311.9,1508,42.3,159,29.0,0,0,1
965,781,M15640,296.9,308.0,1409,50.7,43,30.0,0,0,1
966,7195,L54374,300.1,310.1,1380,52.6,59,31.0,0,1,0
967,6409,L53588,300.3,309.9,1601,31.7,180,21.333333333333332,0,1,0
968,8819,M23678,297.4,308.7,1481,48.0,117,22.333333333333332,0,0,1
969,8946,L56125,297.4,308.2,1639,33.8,39,14.6,0,1,0
970,4681,L51860,303.6,311.7,1491,39.8,92,41.5,0,1,0
971,9640,L56819,299.3,310.4,1725,26.8,167,43.5,0,1,0
972,9797,H39210,298.4,309.3,1694,30.9,111,45.5,1,0,0
973,3045,L50224,300.2,309.4,1981,21.4,44,46.5,0,1,0
974,3224,H32637,300.6,309.5,1495,36.5,79,47.5,1,0,0
975,5843,L53022,301.4,311.2,1355,50.6,37,48.5,0,1,0
976,3991,H33404,302.2,311.2,1692,28.2,122,49.5,1,0,0
977,7223,M22082,299.8,309.7,1320,61.7,134,50.5,0,0,1
978,890,L48069,295.6,306.1,1389,46.2,113,54.5,0,1,0
979,7583,H36996,300.4,311.2,1489,45.3,180,55.5,1,0,0
980,375,L47554,297.4,308.3,1431,43.0,113,56.5,0,1,0
981,1362,M16221,298.6,310.1,1458,41.9,61,38.333333333333336,0,0,1
982,9307,M24166,298.3,309.2,1783,28.3,130,60.0,0,0,1
983,7689,L54868,300.6,311.7,1553,39.8,0,41.333333333333336,0,1,0
984,1265,M16124,297.8,309.3,2243,15.7,36,43.333333333333336,0,0,1
985,996,L48175,296.3,307.3,1566,35.8,175,68.0,0,1,0
986,4791,L51970,303.8,312.8,1443,40.7,145,69.0,0,1,0
987,7682,L54861,300.7,311.8,1443,43.7,217,71.0,0,1,0
988,5915,L53094,300.7,310.3,1592,36.0,14,49.0,0,1,0
989,2529,L49708,298.8,308.6,1730,25.9,59,76.5,0,1,0
990,1418,L48597,298.7,309.9,1541,38.5,208,52.666666666666664,0,1,0
991,1225,L48404,297.1,308.3,1763,25.7,139,82.0,0,1,0
992,998,M15857,296.3,307.2,1446,45.9,180,83.0,0,0,1
993,6890,H36303,300.9,311.4,1387,42.7,121,57.666666666666664,1,0,0
994,7588,L54767,300.4,311.1,1405,54.1,193,58.666666666666664,0,1,0
995,2590,L49769,299.0,308.7,2250,16.6,208,60.333333333333336,0,1,0
996,3861,L51040,302.6,311.5,1427,38.9,213,36.8,0,1,0
997,6522,L53701,301.1,310.1,1666,27.2,40,96.5,0,1,0
998,1631,L48810,297.9,307.9,1412,44.5,85,67.0,0,1,0
999,6093,L53272,300.9,310.7,1658,28.5,18,103.0,0,1,0
1000,5130,M19989,304.1,313.3,1725,28.3,177,104.0,0,0,1
1001,2254,L49433,299.2,308.4,1386,54.1,26,106.0,0,1,0
1002,6882,L54061,301.0,311.4,1573,37.6,103,72.33333333333333,0,1,0
1003,3123,L50302,300.0,309.3,1473,46.0,35,0.0,0,1,0
1004,3804,L50983,302.2,310.9,1531,37.5,60,1.5,0,1,0
1005,3641,H33054,302.4,311.6,1544,39.1,70,5.0,1,0,0
1006,847,M15706,296.4,307.4,1416,50.0,210,5.0,0,0,1
1007,2105,M16964,299.3,309.1,1600,35.3,52,6.666666666666667,0,0,1
1008,4087,L51266,302.0,310.5,1567,36.1,124,4.6,0,1,0
1009,7273,L54452,300.2,310.3,1202,59.5,40,9.333333333333334,0,1,0
1010,6568,M21427,301.3,310.6,1499,36.1,163,11.0,0,0,1
1011,6427,L53606,300.2,309.7,1448,36.8,14,7.2,0,1,0
1012,9760,L56939,298.5,309.7,1613,36.7,0,20.5,0,1,0
1013,8825,M23684,297.3,308.9,1799,24.5,137,21.5,0,0,1
1014,6328,L53507,300.6,310.0,1425,49.5,174,22.5,0,1,0
1015,3136,L50315,300.4,309.8,1342,52.5,68,23.5,0,1,0
1016,6870,L54049,301.0,311.2,1412,42.1,64,9.8,0,1,0
1017,4373,M19232,301.9,309.6,1439,41.7,201,27.0,0,0,1
1018,3202,L50381,300.2,309.1,1479,47.0,22,28.0,0,1,0
1019,6499,H35912,300.8,309.9,2041,19.2,194,29.0,1,0,0
1020,4804,L51983,303.6,312.5,1710,31.4,180,21.666666666666668,0,1,0
1021,5088,M19947,304.0,313.0,1685,28.2,66,35.5,0,0,1
1022,6120,L53299,300.9,311.1,1471,39.3,91,36.5,0,1,0
1023,8506,L55685,298.4,309.7,1530,38.6,161,26.0,0,1,0
1024,3608,L50787,301.6,310.7,1638,33.8,196,40.5,0,1,0
1025,3874,L51053,302.6,311.8,1638,35.1,17,27.666666666666668,0,1,0
1026,401,L47580,297.4,308.5,2100,16.9,176,28.666666666666668,0,1,0
1027,3522,L50701,301.9,311.0,1541,38.9,193,32.333333333333336,0,1,0
1028,9020,L56199,297.2,308.1,1662,31.3,0,51.0,0,1,0
1029,6759,L53938,301.7,311.1,1644,32.8,206,34.666666666666664,0,1,0
1030,8944,M23803,297.3,308.4,1449,44.4,34,53.5,0,0,1
1031,8770,M23629,297.4,308.6,1452,41.2,197,54.5,0,0,1
1032,8658,L55837,297.4,308.4,1421,46.0,124,56.5,0,1,0
1033,111,L47290,298.8,308.6,1872,22.5,82,57.5,0,1,0
1034,7792,L54971,300.1,311.4,1418,47.7,73,60.0,0,1,0
1035,9535,L56714,299.3,310.6,1443,45.7,97,63.5,0,1,0
1036,7038,L54217,300.6,310.6,1514,39.5,87,43.0,0,1,0
1037,4376,L51555,302.0,309.7,1414,36.3,209,66.0,0,1,0
1038,4785,L51964,303.9,312.6,1642,32.3,127,44.666666666666664,0,1,0
1039,1879,M16738,298.1,307.7,1424,47.7,103,68.5,0,0,1
1040,3987,M18846,302.2,311.3,1577,29.8,112,69.5,0,0,1
1041,5073,L52252,304.1,313.0,1408,45.3,28,70.5,0,1,0
1042,143,M15002,298.6,308.4,1778,28.2,161,47.666666666666664,0,0,1
1043,9914,L57093,298.5,308.8,1589,30.6,11,49.333333333333336,0,1,0
1044,8289,M23148,298.8,310.6,1640,33.8,9,76.5,0,0,1
1045,5105,L52284,304.1,313.5,1469,44.6,113,51.666666666666664,0,1,0
1046,4938,L52117,303.4,312.3,1540,38.7,96,81.0,0,1,0
1047,6861,L54040,301.1,311.2,1910,20.2,41,84.0,0,1,0
1048,5825,L53004,301.2,311.0,1596,37.2,219,85.0,0,1,0
1049,7488,L54667,300.3,311.7,1707,33.6,158,87.0,0,1,0
1050,6654,M21513,301.4,310.3,1610,29.1,166,59.333333333333336,0,0,1
1051,2540,L49719,299.1,308.8,1413,42.1,86,60.333333333333336,0,1,0
1052,6053,L53232,300.9,311.0,2003,20.2,138,36.8,0,1,0
1053,8520,L55699,298.3,309.6,1420,44.1,197,94.5,0,1,0
1054,7219,H36632,299.9,309.8,1400,48.7,119,63.666666666666664,1,0,0
1055,7433,L54612,300.1,311.4,1484,43.1,13,97.0,0,1,0
1056,7759,L54938,300.4,311.8,1689,30.8,196,65.33333333333333,0,1,0
1057,2219,L49398,299.7,309.1,1713,33.5,141,66.33333333333333,0,1,0
1058,556,M15415,297.4,309.4,1539,42.2,134,101.0,0,0,1
1059,8413,M23272,298.6,309.7,1314,49.7,136,106.5,0,0,1
1060,5829,L53008,301.3,311.1,1504,39.1,2,71.66666666666667,0,1,0
1061,1173,L48352,297.1,308.1,1446,36.6,227,109.0,0,1,0
1062,761,L47940,296.7,307.8,1505,39.4,236,0.0,0,1,0
1063,6580,L53759,301.3,310.4,1501,41.6,192,1.0,0,1,0
1064,9137,L56316,297.7,308.7,1694,29.1,102,2.0,0,1,0
1065,649,H30062,297.7,309.3,1400,48.9,147,3.0,1,0,0
1066,3028,L50207,300.5,309.5,1777,23.6,0,5.5,0,1,0
1067,4980,M19839,303.7,312.7,1612,36.3,200,11.5,0,0,1
1068,7556,L54735,300.3,311.3,1332,60.5,112,13.5,0,1,0
1069,2047,L49226,299.3,309.1,1388,45.5,123,16.5,0,1,0
1070,6205,M21064,300.9,310.8,1519,34.9,73,11.666666666666666,0,0,1
1071,6737,L53916,301.7,311.0,1527,42.2,144,20.5,0,1,0
1072,7346,L54525,299.6,310.2,1381,60.5,13,14.333333333333334,0,1,0
1073,9393,L56572,297.6,308.1,1437,46.3,149,27.5,0,1,0
1074,3909,L51088,302.3,311.2,1633,36.4,114,28.5,0,1,0
1075,3617,M18476,301.8,311.1,1413,42.2,9,29.5,0,0,1
1076,1065,M15924,296.8,307.9,1409,44.3,145,12.6,0,0,1
1077,1574,L48753,298.2,308.2,1466,42.4,164,34.0,0,1,0
1078,4536,L51715,302.4,310.2,1503,36.2,166,23.333333333333332,0,1,0
1079,5949,L53128,300.7,310.8,2113,18.5,95,36.5,0,1,0
1080,1058,L48237,296.8,307.8,1573,36.4,126,39.0,0,1,0
1081,1220,M16079,296.9,308.1,1357,41.8,127,40.0,0,0,1
1082,1568,L48747,298.1,308.2,1521,39.3,151,27.333333333333332,0,1,0
1083,9355,M24214,298.2,308.8,1607,31.9,39,44.5,0,0,1
1084,3928,H33341,302.7,311.5,1556,35.0,164,18.6,1,0,0
1085,222,H29635,298.4,308.5,1827,24.3,153,49.0,1,0,0
1086,707,M15566,297.8,309.0,1434,43.3,96,50.0,0,0,1
1087,4877,M19736,303.7,312.4,1540,37.4,146,51.0,0,0,1
1088,7619,M22478,300.5,311.4,1312,51.4,60,35.333333333333336,0,0,1
1089,2967,L50146,300.6,309.3,1601,40.2,69,54.5,0,1,0
1090,588,H30001,297.6,309.5,1623,33.1,224,37.0,1,0,0
1091,6974,L54153,300.7,311.0,1462,41.9,126,22.8,0,1,0
1092,6492,L53671,300.8,310.0,1468,52.7,178,41.666666666666664,0,1,0
1093,9067,L56246,297.2,308.3,1656,30.3,124,65.0,0,1,0
1094,2318,L49497,299.2,308.8,1605,31.1,181,28.4,0,1,0
1095,2040,M16899,299.0,308.9,1449,39.6,105,74.5,0,0,1
1096,3462,H32875,301.6,310.4,1330,49.5,30,50.333333333333336,1,0,0
1097,484,L47663,297.4,309.0,1324,56.9,173,77.0,0,1,0
1098,6798,M21657,301.2,310.7,1615,34.9,95,31.8,0,0,1
1099,2764,L49943,299.8,309.2,1491,47.5,216,82.0,0,1,0
1100,5780,L52959,301.6,311.1,1680,29.2,111,83.0,0,1,0
1101,207,L47386,298.5,308.7,1609,35.3,117,56.0,0,1,0
1102,1429,L48608,298.8,309.9,1568,33.7,13,58.666666666666664,0,1,0
1103,2736,L49915,299.7,309.2,1412,45.4,147,36.2,0,1,0
1104,4482,M19341,302.6,310.4,1544,35.1,25,94.0,0,0,1
1105,3607,L50786,301.7,310.7,1318,55.0,194,95.0,0,1,0
1106,4835,M19694,303.4,311.9,1510,42.2,36,96.0,0,0,1
1107,8407,M23266,298.4,309.5,1344,45.3,122,97.0,0,0,1
1108,6247,H35660,300.8,310.3,1457,46.8,182,98.0,1,0,0
1109,1592,L48771,298.2,308.4,1355,49.4,209,66.66666666666667,0,1,0
1110,3095,L50274,300.0,309.3,1972,22.0,175,102.5,0,1,0
1111,187,L47366,298.1,308.3,1301,56.0,63,41.4,0,1,0
1112,1544,L48723,298.4,308.9,1628,34.9,93,70.66666666666667,0,1,0
1113,6787,L53966,301.2,310.6,1409,50.9,66,107.5,0,1,0
1114,6183,L53362,301.0,310.8,1475,35.3,19,108.5,0,1,0
1115,1051,L48230,296.6,307.6,1671,28.8,108,0.0,0,1,0
1116,6181,L53360,301.0,310.9,1492,44.6,15,1.5,0,1,0
1117,2716,M17575,299.5,309.0,1701,28.6,98,2.5,0,0,1
1118,3910,H33323,302.3,311.3,1744,30.3,116,1.4,1,0,0
1119,1545,L48724,298.4,309.0,1474,52.7,95,6.0,0,1,0
1120,627,L47806,298.4,310.1,1533,35.2,92,7.0,0,1,0
1121,5454,L52633,303.0,312.6,1451,42.1,125,8.0,0,1,0
1122,8916,L56095,297.1,308.3,1403,54.1,179,6.0,0,1,0
1123,6885,L54064,300.8,311.2,1492,39.0,109,10.5,0,1,0
1124,124,L47303,298.9,308.7,1546,43.4,114,7.666666666666667,0,1,0
1125,2322,M17181,299.2,308.8,1314,52.5,193,5.2,0,0,1
1126,3383,L50562,301.3,310.6,1510,38.5,47,15.5,0,1,0
1127,7135,M21994,300.5,310.0,1406,50.2,119,16.5,0,0,1
1128,1245,L48424,297.1,308.4,1726,28.4,202,12.333333333333334,0,1,0
1129,7132,M21991,300.5,309.8,1410,44.4,111,21.0,0,0,1
1130,2834,L50013,300.3,309.2,1807,26.4,169,23.5,0,1,0
1131,4412,L51591,302.5,310.3,1688,31.6,66,24.5,0,1,0
1132,1817,L48996,298.1,307.6,1460,46.5,143,17.0,0,1,0
1133,2554,L49733,299.3,309.1,1473,40.3,125,18.0,0,1,0
1134,6578,L53757,301.4,310.4,1388,45.3,188,31.0,0,1,0
1135,5976,H35389,300.5,310.7,1654,28.6,161,33.0,1,0,0
1136,8571,H37984,297.9,308.7,1545,35.9,120,34.0,1,0,0
1137,9591,M24450,299.2,310.4,1325,52.0,34,35.0,0,0,1
1138,9770,L56949,298.6,309.6,1386,48.6,25,37.0,0,1,0
1139,6074,M20933,300.9,310.8,1790,26.2,191,38.0,0,0,1
1140,6751,M21610,301.7,311.0,1505,44.0,187,39.0,0,0,1
1141,7509,M22368,300.5,311.9,1730,27.5,209,40.0,0,0,1
1142,2747,L49926,299.7,309.2,1411,46.1,173,41.0,0,1,0
1143,570,M15429,297.7,309.6,1596,35.2,173,28.0,0,0,1
1144,9449,L56628,298.2,309.0,1780,29.3,91,44.5,0,1,0
1145,322,L47501,297.8,308.4,1518,32.5,190,45.5,0,1,0
1146,2111,H31524,299.3,309.0,1508,35.0,70,31.0,1,0,0
1147,9145,M24004,297.5,308.5,1447,41.6,118,48.0,0,0,1
1148,8331,L55510,298.8,309.7,1505,39.0,131,32.666666666666664,0,1,0
1149,5351,M20210,303.4,312.8,1622,35.1,107,33.666666666666664,0,0,1
1150,3500,L50679,301.9,311.0,1353,43.8,130,54.5,0,1,0
1151,1603,H31016,297.8,307.9,1600,33.5,13,37.0,1,0,0
1152,9581,M24440,299.5,310.7,1423,56.5,7,38.0,0,0,1
1153,5856,M20715,301.2,310.9,1424,45.2,68,39.0,0,0,1
1154,1408,L48587,298.9,310.0,1564,33.8,183,24.0,0,1,0
1155,3301,H32714,301.3,310.4,1538,38.4,65,62.5,1,0,0
1156,3213,L50392,300.3,309.2,1649,32.4,50,65.0,0,1,0
1157,724,M15583,297.4,308.9,1500,46.3,137,27.2,0,0,1
1158,9849,H39262,298.5,309.2,1568,40.6,39,48.666666666666664,1,0,0
1159,663,M15522,297.6,308.9,1479,38.1,182,76.0,0,0,1
1160,4435,L51614,302.4,310.1,1556,32.9,132,52.333333333333336,0,1,0
1161,1727,L48906,298.3,307.8,1906,22.1,104,80.0,0,1,0
1162,147,H29560,298.5,308.4,1612,36.1,174,82.0,1,0,0
1163,1365,L48544,298.7,310.2,1566,33.1,68,33.2,0,1,0
1164,4554,L51733,302.6,310.5,1461,45.4,0,85.5,0,1,0
1165,5590,M20449,302.5,311.9,1298,57.5,57,88.0,0,0,1
1166,3430,H32843,301.5,310.5,1551,34.3,166,89.0,1,0,0
1167,1235,H30648,297.2,308.5,2440,14.0,166,60.666666666666664,1,0,0
1168,5007,M19866,303.7,312.8,1366,47.3,49,62.333333333333336,0,0,1
1169,3137,L50316,300.4,309.9,1435,54.8,70,63.333333333333336,0,1,0
1170,7697,H37110,300.6,311.5,1282,60.2,24,96.5,1,0,0
1171,8721,L55900,297.3,308.8,1554,36.1,70,39.0,0,1,0
1172,8137,M22996,299.6,310.9,1474,39.7,64,100.0,0,0,1
1173,9534,L56713,299.2,310.5,1705,29.5,95,40.8,0,1,0
1174,2418,L49597,298.9,308.3,1576,36.6,7,104.5,0,1,0
1175,9674,M24533,299.0,310.1,1593,35.4,5,0.0,0,0,1
1176,8444,M23303,298.6,309.9,1668,32.3,6,2.5,0,0,1
1177,8832,H38245,297.4,308.7,1726,26.8,158,3.3333333333333335,1,0,0
1178,6365,M21224,299.9,309.6,1489,41.7,56,13.5,0,0,1
1179,6797,M21656,301.3,310.7,1300,58.3,92,16.0,0,0,1
1180,1682,M16541,297.8,307.3,1804,26.0,222,17.0,0,0,1
1181,2391,L49570,299.2,308.5,1487,41.2,140,7.2,0,1,0
1182,9789,M24648,298.5,309.5,1535,39.8,87,20.5,0,0,1
1183,219,L47398,298.3,308.6,1447,38.1,146,14.333333333333334,0,1,0
1184,5541,L52720,302.4,311.8,1493,38.4,132,24.0,0,1,0
1185,622,L47801,298.3,310.1,1408,45.3,78,25.0,0,1,0
1186,8324,H37737,298.7,309.5,1453,40.4,108,10.4,1,0,0
1187,7166,L54345,300.2,310.1,1392,47.9,201,28.5,0,1,0
1188,9495,L56674,299.2,309.9,1516,41.4,219,29.5,0,1,0
1189,6312,L53491,300.9,310.3,1446,44.5,135,30.5,0,1,0
1190,9726,M24585,298.7,309.7,1629,27.9,136,32.5,0,0,1
1191,4895,H34308,303.8,312.5,1447,46.6,198,33.5,1,0,0
1192,4181,L51360,302.4,310.8,1686,28.8,150,34.5,0,1,0
1193,6710,L53889,301.4,310.6,1481,37.6,77,35.5,0,1,0
1194,6631,M21490,301.6,310.5,1414,49.3,106,24.333333333333332,0,0,1
1195,1868,L49047,298.1,307.9,1502,41.8,79,38.0,0,1,0
1196,531,M15390,297.6,309.5,1709,32.2,65,26.0,0,0,1
1197,3109,L50288,299.8,309.2,1504,38.7,212,29.666666666666668,0,1,0
1198,7911,M22770,300.8,312.2,1664,25.7,150,32.666666666666664,0,0,1
1199,1517,L48696,298.2,308.9,1278,54.0,18,20.8,0,1,0
1200,2102,L49281,299.3,309.3,1528,37.8,45,55.5,0,1,0
1201,767,L47946,296.8,308.0,1561,38.3,9,22.6,0,1,0
1202,2723,L49902,299.6,309.3,1558,34.8,115,23.6,0,1,0
1203,2663,M17522,299.9,309.4,1483,38.1,193,61.5,0,0,1
1204,6045,M20904,300.8,310.9,1522,41.7,115,64.5,0,0,1
1205,3034,M17893,300.6,309.7,1934,22.8,15,43.666666666666664,0,0,1
1206,6720,M21579,301.4,310.6,1431,40.6,101,67.0,0,0,1
1207,7870,M22729,300.5,312.0,1779,27.7,46,68.0,0,0,1
1208,7981,M22840,301.2,312.4,1505,39.6,102,46.666666666666664,0,0,1
1209,6807,L53986,301.1,310.8,1608,32.9,119,72.5,0,1,0
1210,4716,L51895,303.4,311.7,1476,42.3,180,49.0,0,1,0
1211,3486,L50665,301.9,310.8,1427,47.7,92,76.5,0,1,0
1212,8869,L56048,297.9,309.0,1456,46.5,52,77.5,0,1,0
1213,6622,M21481,301.7,310.7,1861,21.8,84,78.5,0,0,1
1214,5592,L52771,302.5,312.0,1574,33.8,63,79.5,0,1,0
